"","Player","Team","Year","age","g","mp_per_game","x3pa","x3ppercent","efgpercent","ftpercent","ast","tov","pf","per","ftr","drbpercent","stlpercent","blkpercent","tovpercent","usgpercent","dws","dbpm","vorp","Age","ORtg","FTr","eFG.","ORB.","FT.FGA","G","MP","FGA","X3P.","FT.","DRB","TRB","AST","STL","BLK","TOV","pos","EWING"
"601","Kurt Thomas","OKC",2008,35,42,25.2,0,0,0.513,0.696,1.3,0.7,3.1,15.8,0.207,0.282,0.016,0.029,0.087,0.132,1.6,2.8,0.9,25.4,100.5,0.265,0.503,0.268,0.215,82,241.8,85.8,0.333,0.77,32.8,44.6,21.3,6.5,4.9,16,"C","1"
"602","James Harden","OKC",2012,22,62,31.4,4.7,0.39,0.582,0.846,3.7,2.2,2.4,21.1,0.587,0.122,0.016,0.006,0.148,0.216,1.8,-1.1,3.2,25.1,109.8,0.334,0.465,0.278,0.207,66,242.3,79.2,0.358,0.806,32.7,43.7,18.5,7.5,8.2,16.3,"SG","1"
"603","Kevin Martin","OKC",2013,29,77,27.7,4.8,0.426,0.551,0.89,1.4,1.3,1.8,16,0.316,0.074,0.017,0.003,0.102,0.21,2,-2.3,1.3,26,112.4,0.338,0.469,0.267,0.197,82,241.8,79.3,0.377,0.828,33.2,43.6,21.4,8.3,7.6,15.3,"SG","0"
"604","Enes Kanter","OKC",2015,22,26,31.1,0.2,0.75,0.571,0.776,1.1,2,2.9,24.9,0.335,0.205,0.008,0.013,0.116,0.239,0.8,-1.7,0.7,25.4,107.8,0.284,0.489,0.289,0.213,82,241.8,86.8,0.339,0.754,34.7,47.5,20.5,7.3,5.5,14.7,"C","1"
"605","D.J. Augustin","OKC",2015,27,28,24.2,3.4,0.354,0.462,0.861,3.1,1.3,1.1,10.2,0.194,0.084,0.012,0.001,0.148,0.151,0.4,-2,-0.1,25.4,107.8,0.284,0.489,0.289,0.213,82,241.8,86.8,0.339,0.754,34.7,47.5,20.5,7.3,5.5,14.7,"PG","1"
"606","Kevin Durant","OKC",2016,27,72,35.8,6.7,0.387,0.573,0.898,5,3.5,1.9,28.2,0.361,0.218,0.013,0.025,0.135,0.306,3.5,0.9,6.4,25.8,113.1,0.292,0.484,0.311,0.205,82,241.8,86.4,0.349,0.782,35.6,48.6,23,7.4,5.9,15.9,"SF","0"
"607","Victor Oladipo","OKC",2017,24,67,33.2,5.3,0.361,0.51,0.753,2.6,1.8,2.3,13.6,0.165,0.126,0.017,0.008,0.106,0.214,2.3,-0.9,0.4,24.7,108.3,0.295,0.511,0.279,0.218,82,241.5,87.4,0.327,0.745,34.4,46.6,21,7.9,5,15,"SG","1"
"608","Reggie Theus","ORL",1990,32,76,30.9,1.4,0.248,0.45,0.853,5.4,3,2.6,15.9,0.376,0.068,0.012,0.003,0.141,0.266,-0.1,-2.9,0.4,26.5,105.8,0.362,0.511,0.337,0.245,82,241.5,91.8,0.295,0.756,30.1,46,24.3,7.5,3.6,17.2,"SG","1"
"609","Scott Skiles","ORL",1994,29,82,28.1,2,0.412,0.481,0.878,6.1,2.4,2.1,13.1,0.345,0.071,0.01,0.001,0.206,0.173,0.9,-2.9,-0.5,25.8,110.8,0.341,0.479,0.338,0.214,82,240.6,83.9,0.347,0.678,28.7,43.1,25.2,8.3,5.6,16.2,"PG","1"
"610","Shaquille O'Neal","ORL",1996,23,54,36,0,0.5,0.574,0.487,2.9,2.9,3.6,26.4,0.495,0.242,0.009,0.044,0.11,0.328,3,1.1,2.7,27.7,112.9,0.336,0.491,0.29,0.223,82,242.1,81,0.378,0.691,29.3,41.1,25.4,8.1,5,14.1,"C","0"
"611","Rony Seikaly","ORL",1997,31,74,35.3,0,0,0.507,0.714,1.2,2.9,3.7,18.3,0.551,0.196,0.01,0.032,0.162,0.237,3.3,0.5,1.2,29.4,105.6,0.304,0.495,0.309,0.211,82,242.1,79.2,0.341,0.746,27.1,40.1,20.6,8.5,4.4,15.2,"C","0"
"612","Derek Harper","ORL",1998,36,66,26.7,2.5,0.36,0.471,0.696,3.5,1.5,2.1,11.5,0.146,0.055,0.023,0.004,0.149,0.176,1.5,-1.3,0.1,30.8,102.6,0.331,0.478,0.342,0.202,82,241.8,78.7,0.323,0.726,26.9,41.2,20.7,7.9,5.4,15.3,"SG","1"
"613","Rony Seikaly","ORL",1998,32,47,31.6,0,0,0.441,0.754,1.5,2.9,2.9,15.8,0.567,0.184,0.009,0.019,0.166,0.249,1.7,-0.2,0.1,30.8,102.6,0.331,0.478,0.342,0.202,82,241.8,78.7,0.323,0.726,26.9,41.2,20.7,7.9,5.4,15.3,"C","1"
"614","Anfernee Hardaway","ORL",1999,27,50,38.9,2.8,0.286,0.448,0.706,5.3,3,2.2,16.7,0.294,0.128,0.031,0.009,0.156,0.224,3.4,2.3,2.8,28.7,100.3,0.318,0.473,0.326,0.181,50,241,78.9,0.33,0.7,28.9,42.7,21.3,9.9,4.3,16.4,"SG","0"
"615","Ben Wallace","ORL",2000,25,81,24.2,0,0,0.503,0.474,0.8,0.8,2,14.4,0.341,0.252,0.018,0.046,0.149,0.097,3.9,4.4,2.4,26.3,102.4,0.305,0.476,0.316,0.226,82,240.9,85.5,0.338,0.735,31,44.9,20.8,9.1,5.7,17.6,"PF","1"
"616","Mike Miller","ORL",2002,21,63,33.7,4.8,0.383,0.51,0.762,3.1,1.7,2.3,15,0.226,0.119,0.011,0.008,0.109,0.209,1.3,-1.4,1.2,28,107,0.278,0.486,0.263,0.215,82,241.8,84.1,0.373,0.754,29.8,41.2,22,8.1,4.7,13.6,"SF","0"
"617","Darrell Armstrong","ORL",2003,34,82,28.7,2.8,0.336,0.47,0.878,3.9,2,2,14.6,0.292,0.102,0.03,0.004,0.181,0.169,2.2,0.3,1.9,26.9,105.2,0.307,0.486,0.27,0.25,82,241.5,82.5,0.357,0.777,29.2,40.9,20.4,8.5,3.7,14.4,"PG","0"
"618","Mike Miller","ORL",2003,22,49,37.3,5.2,0.34,0.48,0.847,2.8,2,2.8,13.9,0.212,0.159,0.01,0.006,0.113,0.214,1.2,-1.3,0.5,26.9,105.2,0.307,0.486,0.27,0.25,82,241.5,82.5,0.357,0.777,29.2,40.9,20.4,8.5,3.7,14.4,"SF","0"
"619","Tracy McGrady","ORL",2004,24,67,39.9,7.7,0.339,0.473,0.796,5.5,2.7,1.9,25.3,0.319,0.133,0.018,0.011,0.091,0.332,0.4,-2.1,5.3,25.8,102.7,0.296,0.502,0.281,0.214,82,241.8,82.5,0.344,0.737,28.7,40.9,19.3,6.7,3.8,13.7,"SG","1"
"620","Juwan Howard","ORL",2004,30,81,35.5,0,0,0.453,0.809,2,2.2,3.5,15.6,0.336,0.161,0.01,0.006,0.117,0.239,0,-2.4,-0.6,25.8,102.7,0.296,0.502,0.281,0.214,82,241.8,82.5,0.344,0.737,28.7,40.9,19.3,6.7,3.8,13.7,"PF","1"
"621","Cuttino Mobley","ORL",2005,29,23,31.6,5.4,0.464,0.53,0.797,1.8,1.8,2.1,15.3,0.233,0.079,0.016,0.009,0.112,0.221,0.4,-2.2,0.3,26.5,104.9,0.35,0.484,0.299,0.255,82,240.3,81.5,0.349,0.759,31,43.7,19.3,7.7,5.4,16.1,"SG","1"
"622","Steve Francis","ORL",2005,27,78,38.2,1.6,0.299,0.438,0.823,7,4.1,3.5,18.9,0.456,0.12,0.019,0.007,0.166,0.28,2.3,-0.2,3.2,26.5,104.9,0.35,0.484,0.299,0.255,82,240.3,81.5,0.349,0.759,31,43.7,19.3,7.7,5.4,16.1,"PG","1"
"623","Doug Christie","ORL",2005,34,21,25.2,1.1,0.217,0.387,0.909,2.2,1.7,2.1,7.9,0.172,0.094,0.035,0.007,0.207,0.143,0.6,1.4,0,26.5,104.9,0.35,0.484,0.299,0.255,82,240.3,81.5,0.349,0.759,31,43.7,19.3,7.7,5.4,16.1,"SG","1"
"624","Steve Francis","ORL",2006,28,46,37.7,1.5,0.257,0.449,0.797,5.7,3.4,3.1,15.9,0.504,0.11,0.016,0.005,0.182,0.234,1.2,-0.3,1.2,25.5,106.3,0.369,0.49,0.285,0.264,82,242.7,75.2,0.376,0.73,29.3,40.2,18.2,6.5,4.4,15.1,"PG","1"
"625","Grant Hill","ORL",2007,34,65,30.9,0.2,0.167,0.52,0.765,2.1,2.2,2.2,16.3,0.491,0.11,0.016,0.01,0.152,0.218,2.3,0.1,1.1,25.6,104.9,0.393,0.48,0.293,0.286,82,241.2,74.3,0.356,0.702,29.5,40.7,18.6,6.9,5.1,17,"SG","1"
"626","Vince Carter","ORL",2011,34,22,30.2,3.5,0.346,0.521,0.747,2.9,1.6,3.2,16.2,0.282,0.135,0.016,0.004,0.107,0.234,1,0.6,0.7,27.6,107.9,0.328,0.475,0.261,0.219,82,241.8,78.2,0.366,0.692,32.7,43.2,20,6.7,4.7,14.9,"SG","0"
"627","Jason Richardson","ORL",2011,30,55,34.9,6,0.384,0.528,0.701,2,1.2,2.1,13.2,0.13,0.11,0.018,0.004,0.084,0.186,2.9,1.1,2.2,27.6,107.9,0.328,0.475,0.261,0.219,82,241.8,78.2,0.366,0.692,32.7,43.2,20,6.7,4.7,14.9,"SG","0"
"628","Rashard Lewis","ORL",2011,31,25,32.4,4.8,0.367,0.5,0.756,1.2,1.4,2.5,11,0.167,0.117,0.014,0.01,0.108,0.186,1.2,0.8,0.4,27.6,107.9,0.328,0.475,0.261,0.219,82,241.8,78.2,0.366,0.692,32.7,43.2,20,6.7,4.7,14.9,"PF","0"
"629","Brandon Bass","ORL",2011,25,76,26.1,0,0,0.515,0.815,0.8,1.3,2.1,15.9,0.361,0.167,0.007,0.02,0.115,0.198,3.1,0.9,0.7,27.6,107.9,0.328,0.475,0.261,0.219,82,241.8,78.2,0.366,0.692,32.7,43.2,20,6.7,4.7,14.9,"PF","0"
"630","Jason Richardson","ORL",2012,31,54,29.5,5.1,0.368,0.493,0.594,2,1.1,1.7,13.3,0.116,0.116,0.018,0.011,0.087,0.202,1.6,0,1,27.5,105,0.292,0.488,0.265,0.19,66,241.9,78.2,0.375,0.66,31.2,42.5,20,6.8,4.2,14.9,"SG","0"
"631","Ryan Anderson","ORL",2012,23,61,32.2,6.9,0.393,0.548,0.877,0.9,0.9,2.4,21.2,0.226,0.147,0.014,0.01,0.064,0.212,1.9,-1.3,3.3,27.5,105,0.292,0.488,0.265,0.19,66,241.9,78.2,0.375,0.66,31.2,42.5,20,6.8,4.2,14.9,"PF","0"
"632","Dwight Howard","ORL",2012,26,54,38.3,0.1,0,0.573,0.491,1.9,3.2,2.9,24.2,0.788,0.331,0.021,0.044,0.152,0.261,4.4,3.7,3,27.5,105,0.292,0.488,0.265,0.19,66,241.9,78.2,0.375,0.66,31.2,42.5,20,6.8,4.2,14.9,"C","0"
"633","Beno Udrih","ORL",2013,30,27,27.3,2,0.396,0.452,0.857,6.1,2,1.9,14.9,0.294,0.07,0.018,0.001,0.17,0.2,0.2,-2.7,-0.1,24.6,101.6,0.197,0.508,0.254,0.195,82,241.2,84.2,0.329,0.755,31.9,42.7,22.8,6.4,4.4,14.5,"PG","1"
"634","Arron Afflalo","ORL",2014,28,73,35,4.1,0.427,0.522,0.815,3.4,2,1.9,16,0.332,0.102,0.007,0.001,0.112,0.233,1,-2.3,0.9,24.6,101.7,0.253,0.504,0.224,0.211,82,243.4,82.7,0.353,0.763,32.4,42,21,7.7,4.3,14.9,"SG","1"
"635","Tobias Harris","ORL",2015,22,68,34.8,3.5,0.364,0.512,0.788,1.8,1.7,2,16.7,0.258,0.173,0.015,0.012,0.098,0.225,1.8,-0.7,1,24.3,101.6,0.23,0.514,0.231,0.21,82,240.9,82.8,0.347,0.729,31.8,41.8,20.6,7.9,3.8,14.9,"SF","1"
"636","Tobias Harris","ORL",2016,23,49,32.9,3.1,0.311,0.507,0.784,2,1.6,1.9,15,0.283,0.189,0.015,0.014,0.114,0.189,1.6,0.4,0.9,23.9,105.1,0.232,0.513,0.231,0.215,82,242.7,86.8,0.35,0.757,33,43.3,23.6,8.2,5.1,14.1,"PF","0"
"637","Victor Oladipo","ORL",2016,23,72,33,3.9,0.348,0.489,0.83,3.9,2.1,2.4,16.7,0.255,0.14,0.024,0.019,0.124,0.229,2.7,0.8,2.3,23.9,105.1,0.232,0.513,0.231,0.215,82,242.7,86.8,0.35,0.757,33,43.3,23.6,8.2,5.1,14.1,"SG","0"
"638","Moses Malone","PHI",1986,30,74,36.6,0,0,0.458,0.787,1.2,3.5,2.6,20.6,0.629,0.22,0.012,0.015,0.141,0.276,3.4,-1.6,0.8,28,108.6,0.398,0.499,0.373,0.211,82,242.7,86.1,0.228,0.758,29,45.2,24.6,10.5,6,19.5,"C","0"
"639","Roy Hinson","PHI",1987,25,76,32.8,0,0,0.478,0.758,0.8,2,3.7,13.5,0.437,0.152,0.009,0.038,0.132,0.191,2.6,0,-0.1,26.6,108.3,0.385,0.499,0.349,0.215,82,242.4,82.8,0.259,0.753,28.4,42.7,23.7,9.4,6.6,18.5,"SF","0"
"640","Roy Hinson","PHI",1988,26,29,29.1,0,0,0.452,0.718,0.9,2.2,3.1,13,0.456,0.16,0.014,0.048,0.162,0.195,0.9,1.3,0,27.2,108.8,0.403,0.506,0.354,0.232,82,242.7,82.7,0.323,0.764,28.1,43,23.1,8.2,5.7,17.5,"SF","1"
"641","Mike Gminski","PHI",1990,30,81,32.8,0.2,0.176,0.459,0.821,1.6,1.2,1.7,15.7,0.235,0.208,0.008,0.023,0.081,0.192,2.9,0.3,0.9,27.4,113.5,0.357,0.495,0.32,0.223,82,241.5,85.7,0.348,0.788,29.3,42.9,23.6,8.4,4.5,14.7,"C","0"
"642","Mike Gminski","PHI",1991,31,30,26.4,0.3,0.125,0.386,0.841,1.1,1,1.4,12.7,0.222,0.181,0.01,0.025,0.09,0.189,0.9,0,-0.2,28.4,107.9,0.342,0.489,0.281,0.187,82,244.9,84.5,0.316,0.79,30.4,42.4,22.2,8.3,5.8,15,"C","0"
"643","Rickey Green","PHI",1991,36,79,28.5,0.5,0.222,0.468,0.83,5.2,1.4,1.6,13.1,0.195,0.051,0.013,0.002,0.121,0.173,1,-2.6,-0.7,28.4,107.9,0.342,0.489,0.281,0.187,82,244.9,84.5,0.316,0.79,30.4,42.4,22.2,8.3,5.8,15,"PG","0"
"644","Charles Barkley","PHI",1992,28,75,38.4,1.8,0.234,0.567,0.695,4.1,3.1,2.6,24.5,0.58,0.22,0.024,0.009,0.143,0.251,3.7,1.5,6.9,27.6,108.3,0.335,0.496,0.309,0.192,82,240.9,82.5,0.334,0.775,28.2,41.1,21.4,8.4,5.9,15.1,"SF","0"
"645","Hersey Hawkins","PHI",1993,26,81,36.8,3.8,0.397,0.522,0.86,3.9,2.2,2.3,18.3,0.416,0.093,0.022,0.006,0.115,0.222,1.9,-0.8,3.6,27.1,104.6,0.319,0.504,0.281,0.188,82,243,86.3,0.351,0.786,29.6,42.2,24.9,8.2,6.9,16.6,"SG","0"
"646","Jeff Hornacek","PHI",1994,30,53,37.6,3.1,0.313,0.491,0.873,5.9,2.6,2.2,16.3,0.285,0.094,0.024,0.003,0.146,0.205,1,-1,1.5,27.2,101.7,0.31,0.502,0.28,0.177,82,241.5,83.2,0.338,0.714,29.2,41.5,22.3,8.1,6.4,16.7,"SG","0"
"647","Jeff Malone","PHI",1994,32,27,33.4,0.2,0.667,0.486,0.809,2.2,1,1.7,14.7,0.242,0.074,0.008,0,0.061,0.221,0,-3.3,-0.3,27.2,101.7,0.31,0.502,0.28,0.177,82,241.5,83.2,0.338,0.714,29.2,41.5,22.3,8.1,6.4,16.7,"SG","0"
"648","Jeff Malone","PHI",1995,33,19,34.7,1.5,0.393,0.526,0.864,1.5,1.5,1.8,15.9,0.208,0.078,0.012,0,0.086,0.229,0.2,-2.9,-0.1,25.1,104.1,0.323,0.5,0.323,0.235,82,241.5,80.2,0.379,0.737,27.2,40.7,19.1,7.8,7,16.5,"SG","0"
"649","Dana Barros","PHI",1995,27,82,40.5,5.2,0.464,0.575,0.899,7.5,3,1.9,20.9,0.331,0.087,0.024,0.001,0.153,0.212,2.2,-1.6,5.3,25.1,104.1,0.323,0.5,0.323,0.235,82,241.5,80.2,0.379,0.737,27.2,40.7,19.1,7.8,7,16.5,"PG","0"
"650","Jerry Stackhouse","PHI",1997,22,81,39.1,4.2,0.298,0.446,0.766,3.1,3.9,2.7,14.1,0.51,0.064,0.015,0.014,0.165,0.256,0.2,-2.2,0,25.5,104.6,0.358,0.51,0.341,0.222,82,241.2,83.5,0.319,0.725,28.7,44.2,20.7,8.3,4.8,17.5,"SG","1"
"651","Clarence Weatherspoon","PHI",1997,26,82,36,0.1,0.167,0.491,0.738,1.7,1.7,2.3,14.2,0.344,0.174,0.013,0.021,0.128,0.153,1.6,0.4,1,25.5,104.6,0.358,0.51,0.341,0.222,82,241.2,83.5,0.319,0.725,28.7,44.2,20.7,8.3,4.8,17.5,"SF","1"
"652","Derrick Coleman","PHI",1998,30,59,36.2,1.7,0.265,0.426,0.772,2.5,2.7,2.4,17.5,0.451,0.238,0.011,0.024,0.131,0.252,2.7,0.4,1,25.4,102.8,0.367,0.481,0.325,0.256,82,240.9,78.2,0.3,0.737,28,41.7,21.1,8.9,6,16.5,"PF","1"
"653","Clarence Weatherspoon","PHI",1998,27,48,26.9,0,0,0.426,0.707,0.8,1.4,2.3,13.7,0.526,0.204,0.018,0.03,0.145,0.166,1.7,1.2,0.1,25.4,102.8,0.367,0.481,0.325,0.256,82,240.9,78.2,0.3,0.737,28,41.7,21.1,8.9,6,16.5,"PF","1"
"654","Jerry Stackhouse","PHI",1998,23,22,34,2.1,0.348,0.481,0.802,3,3.4,2.5,14.9,0.357,0.074,0.022,0.021,0.184,0.241,0.6,-0.3,0.3,25.4,102.8,0.367,0.481,0.325,0.256,82,240.9,78.2,0.3,0.737,28,41.7,21.1,8.9,6,16.5,"SF","1"
"655","Tyrone Hill","PHI",2001,32,76,31.1,0,0,0.474,0.63,0.6,1.7,3.2,12.4,0.465,0.21,0.008,0.008,0.152,0.16,3.5,0.1,0.2,28.2,103.6,0.351,0.46,0.312,0.186,82,242.1,79.1,0.326,0.745,31.7,44.8,20.6,8.4,5,15.8,"PF","0"
"656","Dikembe Mutombo","PHI",2002,35,80,36.3,0,0,0.501,0.764,1,2,3,16,0.568,0.235,0.005,0.05,0.163,0.151,5.5,2.9,2.5,29,102.1,0.327,0.46,0.317,0.208,82,240.6,78.5,0.299,0.779,30.9,44.2,20,8.6,4.4,15.3,"C","1"
"657","Derrick Coleman","PHI",2004,36,34,24.8,1.1,0.222,0.429,0.754,1.4,1.7,2.3,11.6,0.251,0.203,0.015,0.024,0.165,0.192,1.2,1.3,0,27.5,99.1,0.321,0.467,0.282,0.231,82,242.1,76.3,0.342,0.753,29.4,40.8,20,8,4.4,15.9,"C","1"
"658","Chris Webber","PHI",2005,31,21,33.4,0.7,0.267,0.396,0.776,3.1,2.3,3.3,13.1,0.134,0.209,0.019,0.021,0.112,0.275,1.1,1.3,-0.1,26.4,103.5,0.326,0.485,0.254,0.267,82,242.1,82.1,0.348,0.789,30.9,42,20.9,9.2,3.9,15.5,"PF","0"
"659","Allen Iverson","PHI",2006,30,72,43.1,3.1,0.323,0.467,0.814,7.4,3.4,1.7,25.9,0.455,0.071,0.023,0.002,0.102,0.358,1.8,-2.5,4.3,26.5,106,0.356,0.5,0.256,0.24,82,242.7,79.8,0.364,0.76,29.6,40.2,20.2,7.9,4.9,14.1,"PG","0"
