"","Team","Rk.x","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","Pace","FTr","3PAr","TS%","eFG%","TOV%","ORB%","FT/FGA","DRB%","Arena","Attend.","Attend./G","Rk.y","G","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","i"
"103","Golden State Warriors","20","25.6","37","45","32","50","-3.40","0.05","-3.35","105.5","108.8","103.3",".342",".030",".520",".519","17.0","35.6",".250","64.2","Oakland-Alameda County Coliseum Arena","316,844","",14,82,241.8,42.9,91.9,0.467,0.7,2.8,0.243,42.2,89.1,0.474,23.4,31.4,0.743,17,26.5,43.4,22.4,10.1,4.2,18.5,25.7,109.9,1984
"104","Houston Rockets","18","26.8","29","53","33","49","-3.09","-0.04","-3.12","105.3","108.2","104.7",".284",".020",".535",".486","14.1","32.8",".285","67.5","The Summit","425,755","",10,82,240.9,45.5,91.9,0.495,0.4,1.9,0.195,45.1,90,0.501,19.3,26.1,0.74,14.6,30.3,44.9,26.9,7.6,6.3,19,28.3,110.6,1984
"105","Indiana Pacers","22","24.4","26","56","28","54","-4.82","0.57","-4.25","101.8","106.5","102.1",".297",".029",".531",".497","16.2","28.1",".255","66.8","Market Square Arena","410,626","",19,82,241.2,42,87,0.483,0.6,2.5,0.232,41.5,84.4,0.491,19.8,25.8,0.766,12.2,29.2,41.5,26.5,10.2,4.9,18.6,25.1,104.5,1984
"106","Kansas City Kings*","16","26.2","38","44","37","45","-1.48","-0.15","-1.62","106.5","108.0","102.9",".345",".026",".542",".505","16.1","32.4",".266","66.9","Kemper Arena","370,270","",12,82,240.9,42.9,88.2,0.486,0.6,2.3,0.275,42.2,85.9,0.492,23.6,30.4,0.777,14,27.7,41.7,27.2,8.7,4.7,18.3,26.8,110,1984
"107","League Average","","26.4","","","41","41","0.00","0.00","0.00","107.6","107.6","101.4",".336",".027",".543",".495","15.0","33.0",".255","67.0","","427,247","",NA,82,242,43.5,88.4,0.492,0.6,2.4,0.25,42.9,86,0.499,22.6,29.7,0.76,14.2,28.8,43,26.2,8.5,5.3,17.9,25.8,110.1,1984
"108","Los Angeles Lakers*","5","27.5","54","28","50","32","3.76","-0.44","3.32","110.9","107.3","103.7",".313",".031",".574",".487","14.3","33.7",".232","66.6","The Forum","622,401","",4,82,241.2,47,88.4,0.532,0.7,2.8,0.257,46.3,85.7,0.54,20.9,27.7,0.754,13.4,30.5,43.8,29.9,8.9,5.8,19.2,25,115.6,1984
"109","Milwaukee Bucks*","2","28.4","50","32","52","30","4.16","-0.12","4.04","107.8","103.6","96.9",".338",".033",".541",".459","14.7","33.7",".266","65.6","MECCA Arena","393,301","",18,82,242.7,41.9,85,0.492,0.7,2.8,0.254,41.1,82.2,0.501,21.3,28.7,0.74,13.8,29.1,42.9,25.8,7.8,6,17.3,26.4,105.7,1984
"110","New Jersey Nets*","8","25.5","45","37","44","38","1.10","0.17","1.27","106.1","105.0","103.0",".343",".032",".540",".494","17.0","34.6",".292","67.8","Brendan Byrne Arena","499,496","",13,82,241.5,44.1,88.5,0.498,0.6,2.8,0.211,43.5,85.7,0.507,21.2,30.3,0.7,14.9,28.2,43.1,26.2,9.9,6.1,19.6,27.4,110,1984
"111","New York Knicks*","3","27.2","47","35","51","31","3.84","-0.05","3.79","107.0","103.1","99.0",".367",".024",".552",".491","17.8","33.4",".281","68.1","Madison Square Garden (IV)","487,649","",17,82,242.1,41.3,83.4,0.495,0.6,2,0.285,40.7,81.4,0.5,23.7,30.6,0.775,13.3,27.2,40.5,24.9,9.8,4.4,19.4,27.8,106.9,1984
"112","Philadelphia 76ers*","7","27.7","52","30","47","35","2.20","0.20","2.39","106.8","104.6","99.6",".396",".016",".551",".484","16.0","34.6",".246","65.9","The Spectrum","588,139","",16,82,243.4,41.3,83.3,0.495,0.4,1.3,0.271,40.9,82,0.499,24.9,33,0.754,14.4,29,43.5,24.8,9.8,8,19.9,24.9,107.8,1984
"113","Phoenix Suns*","10","27.2","41","41","43","39","0.89","-0.24","0.65","108.9","108.0","101.4",".305",".040",".556",".501","15.3","31.4",".277","68.3","Arizona Veterans Memorial Coliseum","445,788","",8,82,241.2,44.8,88,0.509,0.9,3.5,0.254,43.9,84.5,0.52,20.4,26.9,0.759,13,28,41,27,8.5,4.7,17.7,26.2,111,1984
"114","Portland Trail Blazers*","6","25.8","48","34","50","32","3.55","-0.42","3.13","111.2","107.7","101.1",".367",".018",".556",".518","17.0","36.4",".259","67.4","Memorial Coliseum","518,306","",6,82,241.5,44.3,87.7,0.505,0.3,1.6,0.194,44,86.1,0.511,24.2,32.2,0.754,15.3,26.8,42,25.4,9.9,4.8,18.1,26,113.1,1984
"115","San Antonio Spurs","13","27.4","37","45","40","42","-0.27","-0.23","-0.50","111.2","111.4","106.5",".337",".034",".556",".508","13.7","33.4",".233","66.2","HemisFair Arena","375,900","",2,82,243.7,47.7,94.2,0.506,1,3.2,0.3,46.7,91,0.514,24,31.8,0.755,15,30.8,45.8,28.8,8.4,6,17.6,26.2,120.3,1984
"116","San Diego Clippers","19","25.5","30","52","33","49","-3.26","0.04","-3.21","109.2","112.4","101.1",".331",".017",".541",".513","12.9","37.7",".236","68.2","San Diego Sports Arena","218,534","",9,82,240.6,44.3,89.3,0.496,0.3,1.6,0.188,44,87.8,0.502,21.8,29.6,0.736,15.9,29,45,24.2,6.9,4.7,18.5,24.6,110.7,1984
"117","Seattle SuperSonics*","12","27.1","42","40","41","41","-0.17","-0.17","-0.34","107.9","108.1","99.7",".347",".020",".543",".492","13.8","30.7",".226","66.6","King County Domed Stadium","425,307","",15,82,241.2,42.2,86.4,0.488,0.3,1.7,0.193,41.9,84.7,0.494,23.4,30,0.78,13,28.4,41.4,27.2,7.8,4.3,16.6,23,108.1,1984
"118","Utah Jazz*","9","26.8","45","37","44","38","1.13","-0.32","0.81","109.0","108.0","104.9",".374",".044",".559",".479","13.9","30.8",".229","63.4","Salt Palace","400,065","",5,82,241.2,44,88.3,0.498,1.2,3.9,0.319,42.7,84.5,0.506,25.8,33,0.781,13.4,30.8,44.1,27.2,8.5,7.4,18.4,24.1,115,1984
"119","Washington Bullets*","17","26.2","35","47","33","49","-2.89","0.53","-2.36","104.2","107.2","97.4",".319",".041",".535",".492","13.7","30.1",".239","69.7","Capital Centre","317,447","",21,82,242.7,40.8,84.2,0.484,0.9,3.4,0.252,39.9,80.8,0.494,20.3,26.8,0.756,12.5,29.1,41.6,26.7,6.8,3.9,17.7,24.3,102.7,1984
"120","Atlanta Hawks","15","25.5","34","48","37","45","-1.45","0.31","-1.14","105.9","107.3","99.8",".333",".033",".536",".485","15.2","32.5",".249","63.8","Omni Coliseum","290,746","",20,82,242.1,42,86.8,0.484,0.9,2.9,0.311,41.1,84,0.49,21.7,28.9,0.752,14.2,28.6,42.8,24.5,8.1,6.6,18,25,106.6,1985
"121","Boston Celtics*","3","28.5","63","19","57","25","6.65","-0.18","6.47","112.8","106.3","101.6",".315",".042",".564",".481","12.6","32.8",".198","70.4","Boston Garden","610,547","",7,82,240.3,45.4,89.3,0.508,1.3,3.8,0.356,44,85.6,0.515,22.7,28.1,0.806,13.6,32.1,45.7,27.9,7.9,5,16.2,21.7,114.8,1985
"122","Chicago Bulls*","14","25.2","38","44","39","43","-0.84","0.34","-0.50","108.7","109.6","99.4",".366",".023",".556",".495","13.8","32.2",".257","67.5","Chicago Stadium","487,297","",15,82,241.5,42.1,84.3,0.5,0.4,2,0.18,41.8,82.3,0.507,24.2,30.8,0.784,13.1,28.9,42,24.3,7.6,5.7,17.8,25.3,108.7,1985
"123","Cleveland Cavaliers*","16","26.6","36","46","34","48","-2.76","0.48","-2.27","106.0","108.7","101.9",".338",".045",".526",".483","13.7","32.9",".265","66.9","Coliseum at Richfield","324,004","7,618",16,82,241.2,42.3,89.8,0.471,1.2,4.1,0.287,41.1,85.7,0.48,22.8,30.4,0.749,14.7,29.8,44.5,25.6,7.6,5.8,16.9,26.5,108.6,1985
"124","Dallas Mavericks*","8","25.0","44","38","47","35","2.17","-0.37","1.80","111.5","109.3","98.8",".319",".061",".549",".510","14.2","30.7",".221","68.8","Reunion Arena","683,916","",10,82,242.1,43.4,88.8,0.489,1.9,5.4,0.343,41.6,83.4,0.498,22.5,28.3,0.793,13.4,28.6,42,26.2,7,4.1,14.4,21.9,111.2,1985
"125","Denver Nuggets*","7","28.3","52","30","47","35","2.44","-0.39","2.05","110.7","108.4","107.6",".322",".029",".540",".516","17.0","33.6",".275","66.1","McNichols Sports Arena","448,546","",1,82,241.8,47.3,97.3,0.486,0.9,2.9,0.311,46.4,94.4,0.491,24.6,31.3,0.785,16.2,28.1,44.3,27.6,10.9,5.2,16.9,26.2,120,1985
"126","Detroit Pistons*","6","26.9","46","36","47","35","2.49","0.24","2.73","109.6","107.2","105.0",".283",".025",".529",".501","14.9","35.4",".245","69.6","Pontiac Silverdome","691,550","",3,82,241.8,46.8,97.5,0.48,0.5,2.4,0.226,46.3,95.1,0.487,21.7,27.6,0.788,17.1,30.9,48,28.1,8.4,4.8,16.4,25.3,116,1985
"127","Golden State Warriors","23","26.1","22","60","24","58","-7.34","0.13","-7.21","106.0","113.0","103.2",".335",".053",".522",".540","16.1","34.5",".268","66.0","Oakland-Alameda County Coliseum Arena","300,586","",12,82,242.1,42.7,92.1,0.463,1.4,4.8,0.282,41.3,87.3,0.473,23.7,30.9,0.768,16.2,26.1,42.3,21.5,9.8,3.5,17.8,26,110.4,1985
"128","Houston Rockets*","9","25.3","48","34","45","37","1.72","-0.34","1.38","107.9","106.3","102.2",".304",".025",".540",".487","15.2","37.4",".259","67.4","The Summit","553,014","",9,82,241.8,45.7,90.7,0.504,0.5,2.3,0.22,45.2,88.5,0.511,19.3,27.6,0.699,16.2,29.2,45.4,27.3,8.3,7.3,19.6,24.8,111.2,1985
"129","Indiana Pacers","22","24.1","22","60","26","56","-6.21","0.75","-5.46","102.5","108.4","105.1",".344",".021",".527",".499","14.3","31.7",".282","70.5","Market Square Arena","438,377","",17,82,241.2,42.5,89.3,0.476,0.4,1.9,0.194,42.2,87.4,0.482,22.8,30.7,0.744,14.6,32,46.6,23.7,7.6,4.5,19.8,27.3,108.3,1985
"130","Kansas City Kings","18","26.1","31","51","34","48","-2.67","-0.04","-2.71","109.5","112.1","104.4",".357",".033",".559",".514","14.2","34.0",".262","66.6","Kemper Arena","262,813","",5,82,240.9,44.7,88.7,0.504,0.8,2.9,0.265,43.9,85.8,0.512,24.7,31.6,0.779,14.2,28.4,42.6,28.6,8.1,3.7,19.4,26.5,114.8,1985
"131","League Average","","26.4","","","41","41","0.00","0.00","0.00","107.9","107.9","102.1",".330",".035",".543",".496","14.9","32.9",".252","67.1","","454,445","7,618",NA,82,241.4,43.8,89.1,0.491,0.9,3.1,0.282,42.9,86,0.499,22.4,29.4,0.764,14.3,29.2,43.5,26.3,8.5,5.3,17.9,24.9,110.8,1985
"132","Los Angeles Clippers","20","27.3","31","51","30","52","-4.49","-0.07","-4.55","105.8","110.3","100.9",".310",".026",".543",".495","12.7","33.8",".210","66.1","Los Angeles Memorial Sports Arena","384,519","",19,82,240.6,43,86.8,0.495,0.7,2.3,0.298,42.3,84.5,0.501,20.4,26.9,0.758,14.2,29.7,43.9,23.6,6.5,6.1,19.4,22.4,107.1,1985
"133","Los Angeles Lakers*","2","27.4","62","20","58","24","7.35","-0.87","6.48","114.1","107.0","103.2",".308",".041",".589",".485","13.7","33.8",".220","67.1","The Forum","610,361","",2,82,240.9,48.2,88.5,0.545,1.1,3.6,0.305,47.1,84.9,0.555,20.8,27.2,0.763,13,31.1,44.1,31.4,8.5,5.9,18.7,23.5,118.2,1985
"134","Milwaukee Bucks*","1","25.7","59","23","58","24","6.85","-0.16","6.69","110.5","103.6","99.7",".341",".041",".545",".467","16.1","35.4",".290","65.6","MECCA Arena","422,924","",11,82,241.5,43.5,88.5,0.491,1.1,3.6,0.303,42.4,84.9,0.499,22.8,30.2,0.757,15.3,28.7,44,26.4,8.4,5.9,16.9,27.3,110.9,1985
"135","New Jersey Nets*","10","26.5","42","40","42","40","0.23","0.41","0.64","107.9","107.7","101.0",".300",".030",".532",".505","15.6","33.9",".263","68.2","Brendan Byrne Arena","502,177","",13,82,240.9,44.5,90.8,0.49,0.6,2.7,0.232,43.8,88.1,0.498,19.9,27.3,0.729,15,28.4,43.4,26.4,9.4,5.1,16.5,24.5,109.5,1985
"136","New York Knicks","19","25.8","24","58","29","53","-4.63","0.54","-4.09","104.9","109.6","99.5",".331",".028",".530",".499","16.5","31.7",".339","63.3","Madison Square Garden (IV)","457,137","",22,82,241.8,41.9,86.6,0.484,0.6,2.4,0.258,41.3,84.2,0.49,20.8,28.7,0.726,13.6,25.6,39.2,24.4,9.2,3.3,17.8,29.2,105.2,1985
"137","Philadelphia 76ers*","4","27.9","58","24","51","31","4.10","0.07","4.17","111.3","107.3","100.8",".412",".032",".561",".494","15.7","37.4",".259","66.6","The Spectrum","575,415","",8,82,241.5,42,85.3,0.492,0.7,2.7,0.263,41.3,82.5,0.5,28.2,35.2,0.803,15.9,28.8,44.7,24.4,10,6.5,19.2,24,112.9,1985
"138","Phoenix Suns*","17","26.4","36","46","35","47","-2.11","-0.23","-2.34","104.7","106.8","102.5",".319",".043",".544",".498","15.0","29.8",".240","68.3","Arizona Veterans Memorial Coliseum","478,788","",18,82,241.5,42.8,87.1,0.491,1.1,3.7,0.283,41.7,83.4,0.5,21.4,27.8,0.771,12.5,29.6,42.1,28.5,8.9,4.3,19.3,24.8,108,1985
"139","Portland Trail Blazers*","5","25.2","42","40","49","33","3.40","-0.60","2.80","110.4","107.2","103.5",".362",".027",".554",".497","15.9","34.0",".232","64.4","Memorial Coliseum","519,306","",4,82,242.4,45.2,89.9,0.503,0.6,2.5,0.252,44.6,87.5,0.51,24.4,32.5,0.751,14.7,28,42.7,27.1,10,6.3,18.1,23.9,115.5,1985
"140","San Antonio Spurs*","11","28.1","41","41","43","39","0.91","-0.29","0.63","109.9","109.0","103.9",".357",".028",".565",".501","15.0","33.2",".269","68.5","HemisFair Arena","351,950","",6,82,241.2,45.1,87.8,0.513,0.7,2.5,0.272,44.4,85.4,0.52,23.9,31.4,0.763,13.7,30.1,43.9,28.2,9.2,5.4,18.8,26.6,114.8,1985
"141","Seattle SuperSonics","21","26.4","31","51","27","55","-5.44","0.00","-5.44","102.8","108.2","99.3",".334",".027",".529",".498","14.6","30.0",".238","67.3","King County Domed Stadium","303,344","",23,82,240.3,40,84.3,0.474,0.5,2.3,0.243,39.4,82,0.481,21.7,28.1,0.771,12.4,27.9,40.3,26.6,7.9,4.2,18.2,24.1,102.1,1985
"142","Utah Jazz*","13","26.9","41","41","41","41","-0.11","-0.22","-0.33","103.3","103.4","105.1",".333",".042",".534",".469","15.7","29.0",".238","65.3","Salt Palace","371,829","",14,82,240.9,42.4,89,0.476,1.3,3.7,0.336,41.2,85.3,0.482,22.9,29.7,0.772,13.2,31.1,44.3,26.1,8.7,8.5,19.2,23.9,109,1985
"143","Washington Bullets*","12","27.1","40","42","40","42","-0.27","0.42","0.15","104.3","104.6","100.3",".269",".054",".524",".491","15.3","27.5",".226","68.2","Capital Centre","383,098","",21,82,242.1,43.1,90,0.479,1.3,4.9,0.274,41.8,85.2,0.49,18,24.3,0.743,12.3,29.2,41.5,25.5,8.6,4.8,15.6,22.8,105.5,1985
"144","Atlanta Hawks*","4","25.3","50","32","47","35","2.37","0.22","2.59","107.9","105.6","100.0",".385",".024",".542",".481","15.4","34.9",".269","66.7","Omni Coliseum","377,351","9,334",17,82,241.5,42,85.7,0.49,0.4,2,0.199,41.6,83.7,0.497,24.1,33,0.732,15.2,29.3,44.6,24.7,9,5.3,18.1,26.5,108.6,1986
"145","Boston Celtics*","1","29.3","67","15","63","19","9.41","-0.36","9.06","111.8","102.6","101.2",".307",".054",".564",".466","13.0","31.3",".216","71.7","Boston Garden","610,571","14,890",8,82,242.1,45.3,89.2,0.508,1.7,4.8,0.351,43.7,84.4,0.517,21.8,27.4,0.794,12.9,33.6,46.4,29.1,7.8,6.2,16.6,21.4,114.1,1986
